,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
137,SPY210521C00395000,2021-03-12 4:14PM EST,395.0,11.62,11.55,11.62,0.02,+0.17%,638,17572,17.53%,C,210521
138,SPY210521C00396000,2021-03-12 3:28PM EST,396.0,10.87,10.98,11.05,-0.11,-1.00%,485,2008,17.38%,C,210521
139,SPY210521C00397000,2021-03-12 4:07PM EST,397.0,10.56,10.42,10.49,0.16,+1.54%,215,2848,17.22%,C,210521
140,SPY210521C00398000,2021-03-12 3:30PM EST,398.0,9.98,9.89,9.96,0.07,+0.71%,109,2143,17.09%,C,210521
141,SPY210521C00399000,2021-03-12 4:13PM EST,399.0,9.42,9.37,9.44,0.01,+0.11%,202,1825,16.95%,C,210521
142,SPY210521C00400000,2021-03-12 4:07PM EST,400.0,8.99,8.87,8.93,0.09,+1.01%,4481,24349,16.81%,C,210521
143,SPY210521C00401000,2021-03-12 4:14PM EST,401.0,8.38,8.38,8.45,-0.2,-2.33%,200,4941,16.69%,C,210521
144,SPY210521C00402000,2021-03-12 3:49PM EST,402.0,7.93,7.92,7.98,-0.57,-6.71%,89,2782,16.56%,C,210521
145,SPY210521C00403000,2021-03-12 4:01PM EST,403.0,7.55,7.47,7.53,0.09,+1.21%,114,2654,16.44%,C,210521
146,SPY210521C00404000,2021-03-12 3:44PM EST,404.0,7.04,7.04,7.1,-0.17,-2.36%,207,2005,16.33%,C,210521
147,SPY210521C00405000,2021-03-12 4:12PM EST,405.0,6.7,6.62,6.69,0.02,+0.30%,1669,9070,16.23%,C,210521
148,SPY210521C00406000,2021-03-12 3:49PM EST,406.0,6.25,6.23,6.29,-0.17,-2.65%,56,4737,16.12%,C,210521
149,SPY210521C00407000,2021-03-12 4:11PM EST,407.0,5.94,5.85,5.91,0.01,+0.17%,150,3953,16.02%,C,210521
150,SPY210521C00408000,2021-03-12 12:40PM EST,408.0,5.51,5.5,5.55,-0.45,-7.55%,68,1264,15.93%,C,210521
151,SPY210521C00409000,2021-03-12 10:08AM EST,409.0,5.22,5.15,5.21,-0.65,-11.07%,13,2434,15.85%,C,210521
152,SPY210521C00410000,2021-03-12 4:03PM EST,410.0,4.95,4.83,4.88,0.07,+1.43%,333,5290,15.77%,C,210521
153,SPY210521C00411000,2021-03-12 10:25AM EST,411.0,4.36,4.52,4.57,-0.3,-6.44%,77,1807,15.69%,C,210521
154,SPY210521C00412000,2021-03-12 10:57AM EST,412.0,4.07,4.23,4.28,-0.48,-10.55%,29,1134,15.63%,C,210521
155,SPY210521C00413000,2021-03-12 10:52AM EST,413.0,3.8,3.96,4.0,-0.78,-17.03%,104,1267,15.56%,C,210521
156,SPY210521C00414000,2021-03-12 2:17PM EST,414.0,3.52,3.7,3.74,-0.58,-14.15%,73,2884,15.50%,C,210521
157,SPY210521C00415000,2021-03-12 3:47PM EST,415.0,3.45,3.45,3.5,-0.01,-0.29%,137,4664,15.46%,C,210521
158,SPY210521C00416000,2021-03-12 2:17PM EST,416.0,3.07,3.22,3.26,-0.75,-19.63%,178,4057,15.39%,C,210521
159,SPY210521C00417000,2021-03-12 2:55PM EST,417.0,2.81,3.0,3.05,-0.29,-9.35%,155,2096,15.37%,C,210521
160,SPY210521C00418000,2021-03-12 2:22PM EST,418.0,2.64,2.8,2.84,-0.51,-16.19%,37,1157,15.32%,C,210521
161,SPY210521C00419000,2021-03-12 2:13PM EST,419.0,2.47,2.6,2.65,-0.42,-14.53%,233,663,15.29%,C,210521
162,SPY210521C00420000,2021-03-12 4:04PM EST,420.0,2.51,2.42,2.47,0.05,+2.03%,6802,8216,15.26%,C,210521
163,SPY210521C00421000,2021-03-12 3:57PM EST,421.0,2.28,2.26,2.3,-0.34,-12.98%,10,1861,15.23%,C,210521
164,SPY210521C00422000,2021-03-12 9:32AM EST,422.0,1.98,2.1,2.14,-0.3,-13.16%,3,1649,15.20%,C,210521
165,SPY210521C00423000,2021-03-12 12:40PM EST,423.0,1.88,1.95,1.99,-0.44,-18.97%,2,130,15.18%,C,210521
166,SPY210521C00424000,2021-03-12 11:08AM EST,424.0,1.71,1.81,1.85,-0.38,-18.18%,156,160,15.16%,C,210521
167,SPY210521C00425000,2021-03-12 3:57PM EST,425.0,1.71,1.68,1.72,0.0,-,207,3807,15.14%,C,210521
168,SPY210521C00426000,2021-03-12 12:45PM EST,426.0,1.49,1.56,1.6,-0.09,-5.70%,4,1523,15.13%,C,210521
169,SPY210521C00427000,2021-03-12 11:39AM EST,427.0,1.4,1.45,1.49,-0.28,-16.67%,2,354,15.13%,C,210521
170,SPY210521C00428000,2021-03-12 3:45PM EST,428.0,1.35,1.35,1.38,-0.03,-2.17%,131,473,15.11%,C,210521
171,SPY210521C00429000,2021-03-12 3:36PM EST,429.0,1.23,1.25,1.29,-0.05,-3.91%,282,478,15.14%,C,210521
172,SPY210521C00430000,2021-03-12 4:02PM EST,430.0,1.2,1.16,1.2,0.0,-,1600,6162,15.14%,C,210521
173,SPY210521C00435000,2021-03-12 3:51PM EST,435.0,0.8,0.8,0.83,-0.04,-4.76%,63,4611,15.17%,C,210521
174,SPY210521C00440000,2021-03-12 1:37PM EST,440.0,0.55,0.55,0.58,-0.03,-5.17%,29,8123,15.29%,C,210521
175,SPY210521C00445000,2021-03-12 3:59PM EST,445.0,0.4,0.4,0.41,-0.02,-4.76%,102,3338,15.47%,C,210521
176,SPY210521C00450000,2021-03-12 4:07PM EST,450.0,0.29,0.27,0.29,0.0,-,351,37604,15.65%,C,210521
177,SPY210521C00455000,2021-03-12 4:03PM EST,455.0,0.21,0.19,0.21,0.0,-,5,552,15.89%,C,210521
178,SPY210521C00460000,2021-03-12 1:23PM EST,460.0,0.14,0.14,0.16,-0.04,-22.22%,16,1917,16.26%,C,210521
179,SPY210521C00465000,2021-03-12 2:55PM EST,465.0,0.11,0.1,0.12,-0.02,-15.38%,20,209,16.55%,C,210521
180,SPY210521C00470000,2021-03-12 3:35PM EST,470.0,0.09,0.08,0.09,-0.01,-10.00%,1,1548,16.85%,C,210521
181,SPY210521C00475000,2021-03-12 2:59PM EST,475.0,0.07,0.06,0.08,-0.02,-22.22%,47,225,17.48%,C,210521
182,SPY210521C00480000,2021-03-12 1:10PM EST,480.0,0.06,0.05,0.06,-0.01,-14.29%,19,612,17.77%,C,210521
183,SPY210521C00485000,2021-03-12 10:43AM EST,485.0,0.05,0.04,0.05,0.0,-,4,471,18.16%,C,210521
184,SPY210521C00490000,2021-03-12 9:30AM EST,490.0,0.05,0.04,0.05,0.01,+25.00%,1,206,18.95%,C,210521
185,SPY210521C00495000,2021-03-09 12:31PM EST,495.0,0.04,0.03,0.04,0.0,-,15,319,19.34%,C,210521
186,SPY210521C00500000,2021-03-12 10:09AM EST,500.0,0.04,0.03,0.04,0.0,-,20,1913,20.02%,C,210521
187,SPY210521C00505000,2021-03-12 3:53PM EST,505.0,0.03,0.02,0.03,-0.01,-25.00%,5,335,20.22%,C,210521
188,SPY210521C00510000,2021-03-09 11:59AM EST,510.0,0.03,0.02,0.0,0.0,-,1,284,12.50%,C,210521
189,SPY210521C00515000,2021-02-22 11:59AM EST,515.0,0.03,0.02,0.03,0.0,-,1,274,21.68%,C,210521
190,SPY210521C00520000,2021-03-12 1:57PM EST,520.0,0.02,0.02,0.03,0.0,-,1,310,22.36%,C,210521
191,SPY210521C00525000,2021-03-12 12:14PM EST,525.0,0.02,0.02,0.03,0.0,-,108,35,23.05%,C,210521
192,SPY210521C00530000,2021-03-12 12:33PM EST,530.0,0.01,0.01,0.03,-0.02,-66.67%,25,356,23.63%,C,210521
0,SPY210521P00165000,2021-03-12 3:58PM EST,165.0,0.09,0.09,0.1,-0.01,-10.00%,107,3901,74.41%,P,210521
1,SPY210521P00170000,2021-03-11 1:32PM EST,170.0,0.1,0.1,0.11,0.0,-,514,1043,72.66%,P,210521
2,SPY210521P00175000,2021-03-12 3:19PM EST,175.0,0.11,0.11,0.12,-0.03,-21.43%,151,1238,71.09%,P,210521
3,SPY210521P00180000,2021-03-12 2:16PM EST,180.0,0.13,0.12,0.14,0.0,-,40,1313,69.63%,P,210521
4,SPY210521P00185000,2021-03-12 12:49PM EST,185.0,0.14,0.13,0.15,-0.01,-6.67%,18,1097,67.97%,P,210521
5,SPY210521P00190000,2021-03-12 4:14PM EST,190.0,0.17,0.15,0.17,0.01,+6.25%,8,763,66.70%,P,210521
6,SPY210521P00195000,2021-03-11 1:18PM EST,195.0,0.19,0.17,0.18,0.01,+5.56%,5,729,65.14%,P,210521
7,SPY210521P00200000,2021-03-12 4:12PM EST,200.0,0.2,0.19,0.2,-0.01,-4.76%,41,2675,63.77%,P,210521
8,SPY210521P00205000,2021-03-12 4:06PM EST,205.0,0.21,0.21,0.22,-0.01,-4.55%,21,13788,62.40%,P,210521
9,SPY210521P00210000,2021-03-12 3:24PM EST,210.0,0.23,0.23,0.24,-0.03,-11.54%,1,13690,60.94%,P,210521
10,SPY210521P00215000,2021-03-12 2:08PM EST,215.0,0.27,0.25,0.27,-0.01,-3.57%,9,1103,59.62%,P,210521
11,SPY210521P00220000,2021-03-10 10:14AM EST,220.0,0.29,0.28,0.29,0.0,-,13,1895,58.25%,P,210521
12,SPY210521P00225000,2021-03-12 3:42PM EST,225.0,0.31,0.31,0.32,-0.02,-6.06%,77,2534,56.93%,P,210521
13,SPY210521P00230000,2021-03-12 1:28PM EST,230.0,0.35,0.34,0.35,0.0,-,161,2725,55.62%,P,210521
14,SPY210521P00235000,2021-03-10 2:27PM EST,235.0,0.4,0.37,0.38,0.0,-,1,10256,54.22%,P,210521
15,SPY210521P00240000,2021-03-12 1:12PM EST,240.0,0.44,0.4,0.42,0.0,-,6,1105,52.91%,P,210521
16,SPY210521P00245000,2021-03-12 12:18PM EST,245.0,0.47,0.44,0.46,-0.01,-2.08%,14,2071,51.64%,P,210521
17,SPY210521P00250000,2021-03-12 3:35PM EST,250.0,0.5,0.48,0.5,-0.03,-5.66%,36,2460,50.32%,P,210521
18,SPY210521P00255000,2021-03-12 11:07AM EST,255.0,0.61,0.53,0.55,0.03,+5.17%,1,1375,49.24%,P,210521
19,SPY210521P00260000,2021-03-12 3:35PM EST,260.0,0.59,0.58,0.6,-0.06,-9.23%,120,4411,47.97%,P,210521
20,SPY210521P00265000,2021-03-12 2:52PM EST,265.0,0.65,0.64,0.65,-0.03,-4.41%,207,4904,46.63%,P,210521
21,SPY210521P00270000,2021-03-12 3:57PM EST,270.0,0.7,0.7,0.72,-0.06,-7.89%,206,4293,45.50%,P,210521
22,SPY210521P00271000,2021-03-11 1:00PM EST,271.0,0.76,0.71,0.73,0.0,-,4,679,45.22%,P,210521
23,SPY210521P00272000,2021-03-12 12:51PM EST,272.0,0.78,0.72,0.74,-0.02,-2.50%,16,1399,44.95%,P,210521
24,SPY210521P00273000,2021-03-11 12:44PM EST,273.0,0.78,0.74,0.76,-0.01,-1.27%,2,1232,44.75%,P,210521
25,SPY210521P00274000,2021-03-11 12:43PM EST,274.0,0.81,0.75,0.77,0.0,-,24,975,44.48%,P,210521
26,SPY210521P00275000,2021-03-12 4:02PM EST,275.0,0.78,0.77,0.78,-0.07,-8.24%,300,2027,44.19%,P,210521
27,SPY210521P00276000,2021-03-12 2:34PM EST,276.0,0.81,0.78,0.8,-0.02,-2.41%,4,671,43.99%,P,210521
28,SPY210521P00277000,2021-03-10 12:48PM EST,277.0,0.84,0.8,0.81,0.01,+1.20%,2,1024,43.71%,P,210521
29,SPY210521P00278000,2021-03-11 12:42PM EST,278.0,0.86,0.81,0.83,0.0,-,3,437,43.52%,P,210521
30,SPY210521P00279000,2021-03-12 9:47AM EST,279.0,0.84,0.83,0.84,-0.04,-4.55%,123,290,43.23%,P,210521
31,SPY210521P00280000,2021-03-12 3:47PM EST,280.0,0.85,0.84,0.86,-0.08,-8.60%,83,2366,43.02%,P,210521
32,SPY210521P00281000,2021-03-12 12:51PM EST,281.0,0.93,0.86,0.88,0.02,+2.20%,3,249,42.82%,P,210521
33,SPY210521P00282000,2021-03-12 12:41PM EST,282.0,0.93,0.87,0.89,0.0,-,3,338,42.52%,P,210521
34,SPY210521P00283000,2021-03-12 12:43PM EST,283.0,0.96,0.89,0.91,0.03,+3.23%,3,289,42.31%,P,210521
35,SPY210521P00284000,2021-03-12 12:31PM EST,284.0,0.96,0.91,0.93,-0.05,-4.95%,3,242,42.09%,P,210521
36,SPY210521P00285000,2021-03-12 1:37PM EST,285.0,0.94,0.92,0.94,-0.08,-7.84%,189,2347,41.80%,P,210521
37,SPY210521P00286000,2021-03-12 12:02PM EST,286.0,1.0,0.94,0.96,-0.01,-0.99%,3,656,41.58%,P,210521
38,SPY210521P00287000,2021-03-12 2:59PM EST,287.0,1.0,0.96,0.98,-0.02,-1.96%,73,589,41.36%,P,210521
39,SPY210521P00288000,2021-03-11 12:44PM EST,288.0,1.04,0.98,1.0,0.0,-,3,355,41.13%,P,210521
40,SPY210521P00289000,2021-03-11 12:44PM EST,289.0,1.06,1.0,1.02,0.0,-,2,2903,40.89%,P,210521
41,SPY210521P00290000,2021-03-12 3:47PM EST,290.0,1.03,1.02,1.04,-0.08,-7.21%,48,3801,40.66%,P,210521
42,SPY210521P00291000,2021-03-12 12:31PM EST,291.0,1.1,1.04,1.06,0.0,-,3,723,40.43%,P,210521
43,SPY210521P00292000,2021-03-12 2:59PM EST,292.0,1.11,1.06,1.08,-0.05,-4.31%,22,761,40.19%,P,210521
44,SPY210521P00293000,2021-03-12 12:42PM EST,293.0,1.16,1.08,1.1,0.02,+1.75%,2,680,39.94%,P,210521
45,SPY210521P00294000,2021-03-12 2:59PM EST,294.0,1.15,1.1,1.12,-0.02,-1.71%,109,2119,39.70%,P,210521
46,SPY210521P00295000,2021-03-12 3:27PM EST,295.0,1.17,1.12,1.14,-0.07,-5.65%,35,2229,39.45%,P,210521
47,SPY210521P00296000,2021-03-12 3:23PM EST,296.0,1.19,1.14,1.17,-0.02,-1.65%,9,819,39.28%,P,210521
48,SPY210521P00297000,2021-03-12 2:59PM EST,297.0,1.23,1.17,1.19,0.01,+0.82%,140,2929,39.03%,P,210521
49,SPY210521P00298000,2021-03-12 3:18PM EST,298.0,1.25,1.19,1.21,-0.01,-0.79%,9,2284,38.77%,P,210521
50,SPY210521P00299000,2021-03-12 3:18PM EST,299.0,1.28,1.21,1.24,-0.01,-0.78%,9,1197,38.57%,P,210521
51,SPY210521P00300000,2021-03-12 4:03PM EST,300.0,1.25,1.24,1.26,-0.14,-10.07%,465,17104,38.32%,P,210521
52,SPY210521P00301000,2021-03-12 3:19PM EST,301.0,1.33,1.26,1.29,-0.02,-1.48%,9,2252,38.12%,P,210521
53,SPY210521P00302000,2021-03-12 3:18PM EST,302.0,1.36,1.29,1.32,-0.07,-4.90%,29,1666,37.92%,P,210521
54,SPY210521P00303000,2021-03-12 3:22PM EST,303.0,1.38,1.32,1.34,-0.02,-1.43%,8,3778,37.65%,P,210521
55,SPY210521P00304000,2021-03-12 3:21PM EST,304.0,1.41,1.34,1.37,-0.01,-0.70%,59,806,37.44%,P,210521
56,SPY210521P00305000,2021-03-12 4:08PM EST,305.0,1.37,1.37,1.4,-0.16,-10.46%,234,3221,37.22%,P,210521
57,SPY210521P00306000,2021-03-12 12:41PM EST,306.0,1.47,1.4,1.43,-0.11,-6.96%,9,2079,37.00%,P,210521
58,SPY210521P00307000,2021-03-12 3:34PM EST,307.0,1.5,1.43,1.46,-0.05,-3.23%,58,717,36.78%,P,210521
59,SPY210521P00308000,2021-03-12 3:18PM EST,308.0,1.54,1.46,1.49,-0.03,-1.91%,880,1664,36.56%,P,210521
60,SPY210521P00309000,2021-03-12 2:59PM EST,309.0,1.58,1.49,1.52,-0.02,-1.25%,24,1498,36.33%,P,210521
61,SPY210521P00310000,2021-03-12 3:59PM EST,310.0,1.55,1.53,1.55,-0.13,-7.74%,1150,23802,36.10%,P,210521
62,SPY210521P00311000,2021-03-12 3:18PM EST,311.0,1.64,1.56,1.59,-0.08,-4.65%,8,1432,35.91%,P,210521
63,SPY210521P00312000,2021-03-12 3:21PM EST,312.0,1.67,1.59,1.62,-0.01,-0.60%,8,1235,35.67%,P,210521
64,SPY210521P00313000,2021-03-12 12:01PM EST,313.0,1.71,1.63,1.66,-0.05,-2.84%,8,3461,35.47%,P,210521
65,SPY210521P00314000,2021-03-12 3:17PM EST,314.0,1.75,1.66,1.69,-0.1,-5.41%,69,800,35.23%,P,210521
66,SPY210521P00315000,2021-03-12 3:18PM EST,315.0,1.74,1.7,1.73,-0.06,-3.33%,153,4693,35.02%,P,210521
67,SPY210521P00316000,2021-03-12 3:17PM EST,316.0,1.83,1.74,1.77,-0.01,-0.54%,18,765,34.82%,P,210521
68,SPY210521P00317000,2021-03-12 3:17PM EST,317.0,1.87,1.77,1.8,0.0,-,222,1269,34.56%,P,210521
69,SPY210521P00318000,2021-03-12 3:20PM EST,318.0,1.9,1.81,1.84,-0.02,-1.04%,8,1790,34.35%,P,210521
70,SPY210521P00319000,2021-03-12 3:18PM EST,319.0,1.95,1.85,1.88,-0.01,-0.51%,38,1739,34.13%,P,210521
71,SPY210521P00320000,2021-03-12 4:01PM EST,320.0,1.92,1.9,1.93,-0.17,-8.13%,550,18992,33.95%,P,210521
72,SPY210521P00321000,2021-03-12 3:17PM EST,321.0,2.04,1.94,1.97,0.0,-,45,3782,33.72%,P,210521
73,SPY210521P00322000,2021-03-12 3:16PM EST,322.0,2.09,1.98,2.01,-0.03,-1.42%,18,722,33.48%,P,210521
74,SPY210521P00323000,2021-03-12 3:20PM EST,323.0,2.13,2.03,2.06,-0.04,-1.84%,29,2642,33.30%,P,210521
75,SPY210521P00324000,2021-03-12 3:18PM EST,324.0,2.12,2.08,2.11,-0.07,-3.20%,16,1223,33.09%,P,210521
76,SPY210521P00325000,2021-03-12 4:07PM EST,325.0,2.13,2.12,2.15,-0.22,-9.36%,223,10274,32.85%,P,210521
77,SPY210521P00326000,2021-03-12 3:42PM EST,326.0,2.22,2.17,2.2,-0.19,-7.88%,57,4826,32.64%,P,210521
78,SPY210521P00327000,2021-03-12 3:42PM EST,327.0,2.27,2.22,2.25,-0.18,-7.35%,67,2545,32.43%,P,210521
79,SPY210521P00328000,2021-03-12 3:56PM EST,328.0,2.3,2.27,2.31,-0.19,-7.63%,148,3402,32.25%,P,210521
80,SPY210521P00329000,2021-03-12 4:07PM EST,329.0,2.33,2.33,2.36,-0.15,-6.05%,53,807,32.02%,P,210521
81,SPY210521P00330000,2021-03-12 3:49PM EST,330.0,2.43,2.38,2.41,-0.2,-7.60%,811,8007,31.79%,P,210521
82,SPY210521P00331000,2021-03-12 3:41PM EST,331.0,2.48,2.44,2.47,-0.13,-4.98%,140,5475,31.60%,P,210521
83,SPY210521P00332000,2021-03-12 3:18PM EST,332.0,2.61,2.5,2.53,-0.15,-5.43%,25,1312,31.40%,P,210521
84,SPY210521P00333000,2021-03-12 3:49PM EST,333.0,2.61,2.56,2.59,-0.23,-8.10%,57,2348,31.19%,P,210521
85,SPY210521P00334000,2021-03-12 3:53PM EST,334.0,2.69,2.62,2.65,-0.06,-2.18%,34,2668,30.98%,P,210521
86,SPY210521P00335000,2021-03-12 4:08PM EST,335.0,2.69,2.68,2.71,-0.27,-9.12%,400,10750,30.76%,P,210521
87,SPY210521P00336000,2021-03-12 3:19PM EST,336.0,2.87,2.74,2.78,-0.06,-2.05%,41,3451,30.57%,P,210521
88,SPY210521P00337000,2021-03-12 3:57PM EST,337.0,2.86,2.81,2.85,-0.22,-7.14%,46,1532,30.37%,P,210521
89,SPY210521P00338000,2021-03-12 4:01PM EST,338.0,2.91,2.88,2.91,-0.24,-7.62%,17,1297,30.13%,P,210521
90,SPY210521P00339000,2021-03-12 3:18PM EST,339.0,3.09,2.95,2.99,-0.13,-4.04%,10,2586,29.96%,P,210521
91,SPY210521P00340000,2021-03-12 3:18PM EST,340.0,3.07,3.02,3.06,-0.26,-7.81%,235,36231,29.74%,P,210521
92,SPY210521P00341000,2021-03-12 3:18PM EST,341.0,3.24,3.1,3.13,-0.01,-0.31%,15,1330,29.52%,P,210521
93,SPY210521P00342000,2021-03-12 3:18PM EST,342.0,3.32,3.17,3.21,-0.14,-4.05%,21,1946,29.33%,P,210521
94,SPY210521P00343000,2021-03-12 3:20PM EST,343.0,3.39,3.25,3.29,-0.17,-4.78%,42,3567,29.13%,P,210521
95,SPY210521P00344000,2021-03-12 3:49PM EST,344.0,3.39,3.33,3.37,-0.24,-6.61%,19,2387,28.92%,P,210521
96,SPY210521P00345000,2021-03-12 4:13PM EST,345.0,3.43,3.41,3.45,-0.33,-8.78%,71,15242,28.71%,P,210521
97,SPY210521P00346000,2021-03-12 3:53PM EST,346.0,3.62,3.5,3.54,-0.05,-1.36%,17,1915,28.51%,P,210521
98,SPY210521P00347000,2021-03-11 12:33PM EST,347.0,3.83,3.59,3.63,-0.1,-2.54%,6,3175,28.31%,P,210521
99,SPY210521P00348000,2021-03-12 11:06AM EST,348.0,3.94,3.68,3.72,-0.09,-2.23%,171,1896,28.10%,P,210521
100,SPY210521P00349000,2021-03-12 12:35PM EST,349.0,4.03,3.77,3.81,-0.09,-2.18%,70,2305,27.89%,P,210521
101,SPY210521P00350000,2021-03-12 3:56PM EST,350.0,3.93,3.87,3.91,-0.32,-7.53%,24294,23900,27.70%,P,210521
102,SPY210521P00351000,2021-03-12 3:58PM EST,351.0,4.01,3.97,4.01,-0.34,-7.82%,198,3172,27.49%,P,210521
103,SPY210521P00352000,2021-03-12 3:38PM EST,352.0,4.12,4.07,4.11,-0.37,-8.24%,84,2082,27.29%,P,210521
104,SPY210521P00353000,2021-03-12 12:58PM EST,353.0,4.56,4.17,4.22,-0.01,-0.22%,91,4783,27.09%,P,210521
105,SPY210521P00354000,2021-03-12 3:49PM EST,354.0,4.34,4.28,4.33,-0.39,-8.25%,176,8522,26.90%,P,210521
106,SPY210521P00355000,2021-03-12 3:59PM EST,355.0,4.45,4.39,4.44,-0.34,-7.10%,1306,10341,26.69%,P,210521
107,SPY210521P00356000,2021-03-12 2:48PM EST,356.0,4.71,4.51,4.55,-0.17,-3.48%,7,2977,26.47%,P,210521
108,SPY210521P00357000,2021-03-12 1:05PM EST,357.0,5.04,4.62,4.67,-0.03,-0.59%,7,5750,26.28%,P,210521
109,SPY210521P00358000,2021-03-11 12:34PM EST,358.0,5.07,4.74,4.79,-0.1,-1.93%,53,2384,26.07%,P,210521
110,SPY210521P00359000,2021-03-12 1:45PM EST,359.0,5.14,4.87,4.91,-0.17,-3.20%,1117,3253,25.86%,P,210521
111,SPY210521P00360000,2021-03-12 4:02PM EST,360.0,5.0,4.99,5.04,-0.44,-8.09%,2434,11410,25.66%,P,210521
112,SPY210521P00361000,2021-03-12 12:38PM EST,361.0,5.48,5.12,5.17,-0.1,-1.79%,1,10687,25.45%,P,210521
113,SPY210521P00362000,2021-03-12 12:38PM EST,362.0,5.4,5.26,5.31,-0.32,-5.59%,26,2191,25.25%,P,210521
114,SPY210521P00363000,2021-03-12 12:52PM EST,363.0,5.9,5.4,5.45,0.17,+2.97%,29,7599,25.05%,P,210521
115,SPY210521P00364000,2021-03-12 10:08AM EST,364.0,5.62,5.54,5.59,-0.23,-3.93%,45,1231,24.84%,P,210521
116,SPY210521P00365000,2021-03-12 4:01PM EST,365.0,5.69,5.69,5.74,-0.51,-8.23%,1198,28169,24.63%,P,210521
117,SPY210521P00366000,2021-03-12 12:32PM EST,366.0,6.2,5.84,5.89,-0.12,-1.90%,44,1982,24.42%,P,210521
118,SPY210521P00367000,2021-03-12 3:30PM EST,367.0,6.17,6.0,6.05,-0.36,-5.51%,51,1853,24.23%,P,210521
119,SPY210521P00368000,2021-03-12 3:38PM EST,368.0,6.23,6.16,6.21,-0.44,-6.60%,782,2821,24.02%,P,210521
120,SPY210521P00369000,2021-03-12 2:29PM EST,369.0,6.51,6.32,6.38,-0.28,-4.12%,78,2228,23.82%,P,210521
121,SPY210521P00370000,2021-03-12 3:52PM EST,370.0,6.6,6.5,6.55,-0.44,-6.25%,1302,24749,23.61%,P,210521
122,SPY210521P00371000,2021-03-12 3:37PM EST,371.0,6.74,6.67,6.73,-0.18,-2.60%,598,3811,23.40%,P,210521
123,SPY210521P00372000,2021-03-12 12:33PM EST,372.0,7.28,6.86,6.91,-0.17,-2.28%,241,2247,23.19%,P,210521
124,SPY210521P00373000,2021-03-12 4:04PM EST,373.0,7.02,7.05,7.1,-0.2,-2.77%,130,4832,22.99%,P,210521
125,SPY210521P00374000,2021-03-12 3:58PM EST,374.0,7.33,7.24,7.3,-0.44,-5.66%,103,2278,22.79%,P,210521
126,SPY210521P00375000,2021-03-12 4:02PM EST,375.0,7.4,7.44,7.5,-0.58,-7.27%,178,5509,22.59%,P,210521
127,SPY210521P00376000,2021-03-12 3:01PM EST,376.0,7.8,7.65,7.71,-0.41,-4.99%,424,3434,22.39%,P,210521
128,SPY210521P00377000,2021-03-12 2:53PM EST,377.0,8.18,7.87,7.92,-0.1,-1.21%,14,2663,22.17%,P,210521
129,SPY210521P00378000,2021-03-12 3:18PM EST,378.0,8.25,8.09,8.15,0.01,+0.12%,724,3058,21.98%,P,210521
130,SPY210521P00379000,2021-03-12 3:48PM EST,379.0,8.45,8.32,8.38,-0.13,-1.52%,35,5639,21.78%,P,210521
131,SPY210521P00380000,2021-03-12 3:50PM EST,380.0,8.61,8.56,8.62,-0.59,-6.41%,2471,22503,21.58%,P,210521
132,SPY210521P00381000,2021-03-12 3:58PM EST,381.0,8.89,8.81,8.87,-0.46,-4.92%,46,2084,21.39%,P,210521
133,SPY210521P00382000,2021-03-12 3:48PM EST,382.0,9.31,9.06,9.12,-0.2,-2.10%,237,3096,21.18%,P,210521
134,SPY210521P00383000,2021-03-12 12:32PM EST,383.0,9.48,9.33,9.39,-0.38,-3.85%,65,2041,20.99%,P,210521
135,SPY210521P00384000,2021-03-12 4:07PM EST,384.0,9.6,9.6,9.66,-0.21,-2.14%,427,2658,20.79%,P,210521
136,SPY210521P00385000,2021-03-12 4:14PM EST,385.0,9.95,9.89,9.95,-0.56,-5.33%,2809,10875,20.61%,P,210521
137,SPY210521P00386000,2021-03-12 3:20PM EST,386.0,10.58,10.18,10.25,-0.27,-2.49%,481,2361,20.43%,P,210521
138,SPY210521P00387000,2021-03-12 3:48PM EST,387.0,10.66,10.49,10.55,-0.48,-4.31%,235,2102,20.23%,P,210521
139,SPY210521P00388000,2021-03-12 3:58PM EST,388.0,10.89,10.81,10.87,-0.61,-5.30%,532,1730,20.05%,P,210521
140,SPY210521P00389000,2021-03-12 4:13PM EST,389.0,11.21,11.14,11.2,-0.59,-5.00%,50,3820,19.86%,P,210521
141,SPY210521P00390000,2021-03-12 4:14PM EST,390.0,11.52,11.49,11.55,-0.61,-5.03%,1168,7457,19.70%,P,210521
142,SPY210521P00391000,2021-03-12 4:14PM EST,391.0,11.89,11.84,11.91,-0.64,-5.11%,160,5305,19.53%,P,210521
143,SPY210521P00392000,2021-03-12 3:59PM EST,392.0,12.3,12.21,12.28,-0.63,-4.87%,998,4645,19.36%,P,210521
144,SPY210521P00393000,2021-03-12 3:49PM EST,393.0,12.78,12.6,12.67,-0.51,-3.84%,262,3625,19.20%,P,210521
145,SPY210521P00394000,2021-03-12 4:14PM EST,394.0,13.03,13.0,13.07,-0.6,-4.40%,373,3051,19.04%,P,210521
146,SPY210521P00395000,2021-03-12 3:42PM EST,395.0,13.52,13.41,13.46,-0.5,-3.57%,435,2052,18.85%,P,210521
147,SPY210521P00396000,2021-03-12 2:44PM EST,396.0,14.34,13.84,13.91,0.36,+2.58%,249,617,18.73%,P,210521
