,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Maturity,Type,Mid
161,SPY210521C00419000,2021-03-12 3:13PM EDT,419.0,2.47,2.6,2.65,-0.42,-14.53%,233,663,15.42%,2021-05-21,C,2.625
162,SPY210521C00420000,2021-03-12 5:04PM EDT,420.0,2.51,2.42,2.47,0.05,+2.03%,6802,8216,15.39%,2021-05-21,C,2.4450000000000003
163,SPY210521C00421000,2021-03-12 4:57PM EDT,421.0,2.28,2.26,2.3,-0.34,-12.98%,10,1861,15.36%,2021-05-21,C,2.28
164,SPY210521C00422000,2021-03-12 10:32AM EDT,422.0,1.98,2.1,2.14,-0.3,-13.16%,3,1649,15.33%,2021-05-21,C,2.12
165,SPY210521C00423000,2021-03-12 1:40PM EDT,423.0,1.88,1.95,1.99,-0.44,-18.97%,2,130,15.31%,2021-05-21,C,1.97
166,SPY210521C00424000,2021-03-12 12:08PM EDT,424.0,1.71,1.81,1.85,-0.38,-18.18%,156,160,15.29%,2021-05-21,C,1.83
167,SPY210521C00425000,2021-03-12 4:57PM EDT,425.0,1.71,1.68,1.72,0.0,-,207,3807,15.27%,2021-05-21,C,1.7
168,SPY210521C00426000,2021-03-12 1:45PM EDT,426.0,1.49,1.56,1.6,-0.09,-5.70%,4,1523,15.27%,2021-05-21,C,1.58
169,SPY210521C00427000,2021-03-12 12:39PM EDT,427.0,1.4,1.45,1.49,-0.28,-16.67%,2,354,15.27%,2021-05-21,C,1.47
170,SPY210521C00428000,2021-03-12 4:45PM EDT,428.0,1.35,1.35,1.38,-0.03,-2.17%,131,473,15.24%,2021-05-21,C,1.365
171,SPY210521C00429000,2021-03-12 4:36PM EDT,429.0,1.23,1.25,1.29,-0.05,-3.91%,282,478,15.27%,2021-05-21,C,1.27
172,SPY210521C00430000,2021-03-12 5:02PM EDT,430.0,1.2,1.16,1.2,0.0,-,1600,6162,15.27%,2021-05-21,C,1.18
173,SPY210521C00435000,2021-03-12 4:51PM EDT,435.0,0.8,0.8,0.83,-0.04,-4.76%,63,4611,15.30%,2021-05-21,C,0.815
174,SPY210521C00440000,2021-03-12 2:37PM EDT,440.0,0.55,0.55,0.58,-0.03,-5.17%,29,8123,15.42%,2021-05-21,C,0.565
175,SPY210521C00445000,2021-03-12 4:59PM EDT,445.0,0.4,0.4,0.41,-0.02,-4.76%,102,3338,15.59%,2021-05-21,C,0.405
176,SPY210521C00450000,2021-03-12 5:07PM EDT,450.0,0.29,0.27,0.29,0.0,-,351,37604,15.77%,2021-05-21,C,0.28
177,SPY210521C00455000,2021-03-12 5:03PM EDT,455.0,0.21,0.19,0.21,0.0,-,5,552,16.04%,2021-05-21,C,0.2
178,SPY210521C00460000,2021-03-12 2:23PM EDT,460.0,0.14,0.14,0.16,-0.04,-22.22%,16,1917,16.38%,2021-05-21,C,0.15000000000000002
179,SPY210521C00465000,2021-03-12 3:55PM EDT,465.0,0.11,0.1,0.12,-0.02,-15.38%,20,209,16.70%,2021-05-21,C,0.11
180,SPY210521C00470000,2021-03-12 4:35PM EDT,470.0,0.09,0.08,0.09,-0.01,-10.00%,1,1548,16.99%,2021-05-21,C,0.08499999999999999
181,SPY210521C00475000,2021-03-12 3:59PM EDT,475.0,0.07,0.06,0.08,-0.02,-22.22%,47,225,17.63%,2021-05-21,C,0.07
182,SPY210521C00480000,2021-03-12 2:10PM EDT,480.0,0.06,0.05,0.06,-0.01,-14.29%,19,612,17.87%,2021-05-21,C,0.055
183,SPY210521C00485000,2021-03-12 11:43AM EDT,485.0,0.05,0.04,0.05,0.0,-,4,471,18.36%,2021-05-21,C,0.045
184,SPY210521C00490000,2021-03-12 10:30AM EDT,490.0,0.05,0.04,0.05,0.01,+25.00%,1,206,19.14%,2021-05-21,C,0.045
185,SPY210521C00495000,2021-03-09 1:31PM EDT,495.0,0.04,0.03,0.04,0.0,-,15,319,19.43%,2021-05-21,C,0.035
186,SPY210521C00500000,2021-03-12 11:09AM EDT,500.0,0.04,0.03,0.04,0.0,-,20,1913,20.22%,2021-05-21,C,0.035
187,SPY210521C00505000,2021-03-12 4:53PM EDT,505.0,0.03,0.02,0.03,-0.01,-25.00%,5,335,20.41%,2021-05-21,C,0.025
188,SPY210521C00510000,2021-03-09 12:59PM EDT,510.0,0.03,0.02,0.0,0.0,-,1,284,12.50%,2021-05-21,C,0.01
189,SPY210521C00515000,2021-02-22 12:59PM EDT,515.0,0.03,0.02,0.03,0.0,-,1,274,21.88%,2021-05-21,C,0.025
190,SPY210521C00520000,2021-03-12 2:57PM EDT,520.0,0.02,0.02,0.03,0.0,-,1,310,22.46%,2021-05-21,C,0.025
191,SPY210521C00525000,2021-03-12 1:14PM EDT,525.0,0.02,0.02,0.03,0.0,-,108,35,23.24%,2021-05-21,C,0.025
192,SPY210521C00530000,2021-03-12 1:33PM EDT,530.0,0.01,0.01,0.03,-0.02,-66.67%,25,356,23.83%,2021-05-21,C,0.02
0,SPY210521P00165000,2021-03-12 4:58PM EDT,165.0,0.09,0.09,0.1,-0.01,-10.00%,107,3901,74.90%,2021-05-21,P,0.095
1,SPY210521P00170000,2021-03-11 2:32PM EDT,170.0,0.1,0.1,0.11,0.0,-,514,1043,73.24%,2021-05-21,P,0.10500000000000001
2,SPY210521P00175000,2021-03-12 4:19PM EDT,175.0,0.11,0.11,0.12,-0.03,-21.43%,151,1238,71.48%,2021-05-21,P,0.11499999999999999
3,SPY210521P00180000,2021-03-12 3:16PM EDT,180.0,0.13,0.12,0.14,0.0,-,40,1313,70.12%,2021-05-21,P,0.13
4,SPY210521P00185000,2021-03-12 1:49PM EDT,185.0,0.14,0.13,0.15,-0.01,-6.67%,18,1097,68.36%,2021-05-21,P,0.14
5,SPY210521P00190000,2021-03-12 5:14PM EDT,190.0,0.17,0.15,0.17,0.01,+6.25%,8,763,67.19%,2021-05-21,P,0.16
6,SPY210521P00195000,2021-03-11 2:18PM EDT,195.0,0.19,0.17,0.18,0.01,+5.56%,5,729,65.63%,2021-05-21,P,0.175
7,SPY210521P00200000,2021-03-12 5:12PM EDT,200.0,0.2,0.19,0.2,-0.01,-4.76%,41,2675,64.26%,2021-05-21,P,0.195
8,SPY210521P00205000,2021-03-12 5:06PM EDT,205.0,0.21,0.21,0.22,-0.01,-4.55%,21,13788,62.84%,2021-05-21,P,0.215
9,SPY210521P00210000,2021-03-12 4:24PM EDT,210.0,0.23,0.23,0.24,-0.03,-11.54%,1,13690,61.38%,2021-05-21,P,0.235
10,SPY210521P00215000,2021-03-12 3:08PM EDT,215.0,0.27,0.25,0.27,-0.01,-3.57%,9,1103,60.06%,2021-05-21,P,0.26
11,SPY210521P00220000,2021-03-10 11:14AM EDT,220.0,0.29,0.28,0.29,0.0,-,13,1895,58.64%,2021-05-21,P,0.28500000000000003
12,SPY210521P00225000,2021-03-12 4:42PM EDT,225.0,0.31,0.31,0.32,-0.02,-6.06%,77,2534,57.32%,2021-05-21,P,0.315
13,SPY210521P00230000,2021-03-12 2:28PM EDT,230.0,0.35,0.34,0.35,0.0,-,161,2725,56.01%,2021-05-21,P,0.345
14,SPY210521P00235000,2021-03-10 3:27PM EDT,235.0,0.4,0.37,0.38,0.0,-,1,10256,54.59%,2021-05-21,P,0.375
15,SPY210521P00240000,2021-03-12 2:12PM EDT,240.0,0.44,0.4,0.42,0.0,-,6,1105,53.27%,2021-05-21,P,0.41000000000000003
16,SPY210521P00245000,2021-03-12 1:18PM EDT,245.0,0.47,0.44,0.46,-0.01,-2.08%,14,2071,52.00%,2021-05-21,P,0.45
17,SPY210521P00250000,2021-03-12 4:35PM EDT,250.0,0.5,0.48,0.5,-0.03,-5.66%,36,2460,50.66%,2021-05-21,P,0.49
18,SPY210521P00255000,2021-03-12 12:07PM EDT,255.0,0.61,0.53,0.55,0.03,+5.17%,1,1375,49.59%,2021-05-21,P,0.54
19,SPY210521P00260000,2021-03-12 4:35PM EDT,260.0,0.59,0.58,0.6,-0.06,-9.23%,120,4411,48.29%,2021-05-21,P,0.59
20,SPY210521P00265000,2021-03-12 3:52PM EDT,265.0,0.65,0.64,0.65,-0.03,-4.41%,207,4904,46.97%,2021-05-21,P,0.645
21,SPY210521P00270000,2021-03-12 4:57PM EDT,270.0,0.7,0.7,0.72,-0.06,-7.89%,206,4293,45.80%,2021-05-21,P,0.71
22,SPY210521P00271000,2021-03-11 2:00PM EDT,271.0,0.76,0.71,0.73,0.0,-,4,679,45.53%,2021-05-21,P,0.72
23,SPY210521P00272000,2021-03-12 1:51PM EDT,272.0,0.78,0.72,0.74,-0.02,-2.50%,16,1399,45.24%,2021-05-21,P,0.73
24,SPY210521P00273000,2021-03-11 1:44PM EDT,273.0,0.78,0.74,0.76,-0.01,-1.27%,2,1232,45.07%,2021-05-21,P,0.75
25,SPY210521P00274000,2021-03-11 1:43PM EDT,274.0,0.81,0.75,0.77,0.0,-,24,975,44.78%,2021-05-21,P,0.76
26,SPY210521P00275000,2021-03-12 5:02PM EDT,275.0,0.78,0.77,0.78,-0.07,-8.24%,300,2027,44.50%,2021-05-21,P,0.775
27,SPY210521P00276000,2021-03-12 3:34PM EDT,276.0,0.81,0.78,0.8,-0.02,-2.41%,4,671,44.31%,2021-05-21,P,0.79
28,SPY210521P00277000,2021-03-10 1:48PM EDT,277.0,0.84,0.8,0.81,0.01,+1.20%,2,1024,44.02%,2021-05-21,P,0.805
29,SPY210521P00278000,2021-03-11 1:42PM EDT,278.0,0.86,0.81,0.83,0.0,-,3,437,43.82%,2021-05-21,P,0.8200000000000001
30,SPY210521P00279000,2021-03-12 10:47AM EDT,279.0,0.84,0.83,0.84,-0.04,-4.55%,123,290,43.53%,2021-05-21,P,0.835
31,SPY210521P00280000,2021-03-12 4:47PM EDT,280.0,0.85,0.84,0.86,-0.08,-8.60%,83,2366,43.31%,2021-05-21,P,0.85
32,SPY210521P00281000,2021-03-12 1:51PM EDT,281.0,0.93,0.86,0.88,0.02,+2.20%,3,249,43.12%,2021-05-21,P,0.87
33,SPY210521P00282000,2021-03-12 1:41PM EDT,282.0,0.93,0.87,0.89,0.0,-,3,338,42.81%,2021-05-21,P,0.88
34,SPY210521P00283000,2021-03-12 1:43PM EDT,283.0,0.96,0.89,0.91,0.03,+3.23%,3,289,42.60%,2021-05-21,P,0.9
35,SPY210521P00284000,2021-03-12 1:31PM EDT,284.0,0.96,0.91,0.93,-0.05,-4.95%,3,242,42.38%,2021-05-21,P,0.92
36,SPY210521P00285000,2021-03-12 2:37PM EDT,285.0,0.94,0.92,0.94,-0.08,-7.84%,189,2347,42.08%,2021-05-21,P,0.9299999999999999
37,SPY210521P00286000,2021-03-12 1:02PM EDT,286.0,1.0,0.94,0.96,-0.01,-0.99%,3,656,41.86%,2021-05-21,P,0.95
38,SPY210521P00287000,2021-03-12 3:59PM EDT,287.0,1.0,0.96,0.98,-0.02,-1.96%,73,589,41.63%,2021-05-21,P,0.97
39,SPY210521P00288000,2021-03-11 1:44PM EDT,288.0,1.04,0.98,1.0,0.0,-,3,355,41.41%,2021-05-21,P,0.99
40,SPY210521P00289000,2021-03-11 1:44PM EDT,289.0,1.06,1.0,1.02,0.0,-,2,2903,41.17%,2021-05-21,P,1.01
41,SPY210521P00290000,2021-03-12 4:47PM EDT,290.0,1.03,1.02,1.04,-0.08,-7.21%,48,3801,40.94%,2021-05-21,P,1.03
42,SPY210521P00291000,2021-03-12 1:31PM EDT,291.0,1.1,1.04,1.06,0.0,-,3,723,40.70%,2021-05-21,P,1.05
43,SPY210521P00292000,2021-03-12 3:59PM EDT,292.0,1.11,1.06,1.08,-0.05,-4.31%,22,761,40.47%,2021-05-21,P,1.07
44,SPY210521P00293000,2021-03-12 1:42PM EDT,293.0,1.16,1.08,1.1,0.02,+1.75%,2,680,40.22%,2021-05-21,P,1.09
45,SPY210521P00294000,2021-03-12 3:59PM EDT,294.0,1.15,1.1,1.12,-0.02,-1.71%,109,2119,39.98%,2021-05-21,P,1.11
46,SPY210521P00295000,2021-03-12 4:27PM EDT,295.0,1.17,1.12,1.14,-0.07,-5.65%,35,2229,39.72%,2021-05-21,P,1.13
47,SPY210521P00296000,2021-03-12 4:23PM EDT,296.0,1.19,1.14,1.17,-0.02,-1.65%,9,819,39.55%,2021-05-21,P,1.1549999999999998
48,SPY210521P00297000,2021-03-12 3:59PM EDT,297.0,1.23,1.17,1.19,0.01,+0.82%,140,2929,39.30%,2021-05-21,P,1.18
49,SPY210521P00298000,2021-03-12 4:18PM EDT,298.0,1.25,1.19,1.21,-0.01,-0.79%,9,2284,39.04%,2021-05-21,P,1.2
50,SPY210521P00299000,2021-03-12 4:18PM EDT,299.0,1.28,1.21,1.24,-0.01,-0.78%,9,1197,38.84%,2021-05-21,P,1.225
51,SPY210521P00300000,2021-03-12 5:03PM EDT,300.0,1.25,1.24,1.26,-0.14,-10.07%,465,17104,38.57%,2021-05-21,P,1.25
52,SPY210521P00301000,2021-03-12 4:19PM EDT,301.0,1.33,1.26,1.29,-0.02,-1.48%,9,2252,38.38%,2021-05-21,P,1.275
53,SPY210521P00302000,2021-03-12 4:18PM EDT,302.0,1.36,1.29,1.32,-0.07,-4.90%,29,1666,38.17%,2021-05-21,P,1.3050000000000002
54,SPY210521P00303000,2021-03-12 4:22PM EDT,303.0,1.38,1.32,1.34,-0.02,-1.43%,8,3778,37.90%,2021-05-21,P,1.33
55,SPY210521P00304000,2021-03-12 4:21PM EDT,304.0,1.41,1.34,1.37,-0.01,-0.70%,59,806,37.70%,2021-05-21,P,1.355
56,SPY210521P00305000,2021-03-12 5:08PM EDT,305.0,1.37,1.37,1.4,-0.16,-10.46%,234,3221,37.48%,2021-05-21,P,1.385
57,SPY210521P00306000,2021-03-12 1:41PM EDT,306.0,1.47,1.4,1.43,-0.11,-6.96%,9,2079,37.26%,2021-05-21,P,1.415
58,SPY210521P00307000,2021-03-12 4:34PM EDT,307.0,1.5,1.43,1.46,-0.05,-3.23%,58,717,37.02%,2021-05-21,P,1.4449999999999998
59,SPY210521P00308000,2021-03-12 4:18PM EDT,308.0,1.54,1.46,1.49,-0.03,-1.91%,880,1664,36.80%,2021-05-21,P,1.475
60,SPY210521P00309000,2021-03-12 3:59PM EDT,309.0,1.58,1.49,1.52,-0.02,-1.25%,24,1498,36.57%,2021-05-21,P,1.505
61,SPY210521P00310000,2021-03-12 4:59PM EDT,310.0,1.55,1.53,1.55,-0.13,-7.74%,1150,23802,36.34%,2021-05-21,P,1.54
62,SPY210521P00311000,2021-03-12 4:18PM EDT,311.0,1.64,1.56,1.59,-0.08,-4.65%,8,1432,36.15%,2021-05-21,P,1.5750000000000002
63,SPY210521P00312000,2021-03-12 4:21PM EDT,312.0,1.67,1.59,1.62,-0.01,-0.60%,8,1235,35.91%,2021-05-21,P,1.605
64,SPY210521P00313000,2021-03-12 1:01PM EDT,313.0,1.71,1.63,1.66,-0.05,-2.84%,8,3461,35.71%,2021-05-21,P,1.645
65,SPY210521P00314000,2021-03-12 4:17PM EDT,314.0,1.75,1.66,1.69,-0.1,-5.41%,69,800,35.46%,2021-05-21,P,1.6749999999999998
66,SPY210521P00315000,2021-03-12 4:18PM EDT,315.0,1.74,1.7,1.73,-0.06,-3.33%,153,4693,35.26%,2021-05-21,P,1.7149999999999999
67,SPY210521P00316000,2021-03-12 4:17PM EDT,316.0,1.83,1.74,1.77,-0.01,-0.54%,18,765,35.05%,2021-05-21,P,1.755
68,SPY210521P00317000,2021-03-12 4:17PM EDT,317.0,1.87,1.77,1.8,0.0,-,222,1269,34.79%,2021-05-21,P,1.7850000000000001
69,SPY210521P00318000,2021-03-12 4:20PM EDT,318.0,1.9,1.81,1.84,-0.02,-1.04%,8,1790,34.58%,2021-05-21,P,1.8250000000000002
70,SPY210521P00319000,2021-03-12 4:18PM EDT,319.0,1.95,1.85,1.88,-0.01,-0.51%,38,1739,34.35%,2021-05-21,P,1.865
71,SPY210521P00320000,2021-03-12 5:01PM EDT,320.0,1.92,1.9,1.93,-0.17,-8.13%,550,18992,34.17%,2021-05-21,P,1.915
72,SPY210521P00321000,2021-03-12 4:17PM EDT,321.0,2.04,1.94,1.97,0.0,-,45,3782,33.95%,2021-05-21,P,1.955
73,SPY210521P00322000,2021-03-12 4:16PM EDT,322.0,2.09,1.98,2.01,-0.03,-1.42%,18,722,33.71%,2021-05-21,P,1.9949999999999999
74,SPY210521P00323000,2021-03-12 4:20PM EDT,323.0,2.13,2.03,2.06,-0.04,-1.84%,29,2642,33.52%,2021-05-21,P,2.045
75,SPY210521P00324000,2021-03-12 4:18PM EDT,324.0,2.12,2.08,2.11,-0.07,-3.20%,16,1223,33.31%,2021-05-21,P,2.0949999999999998
76,SPY210521P00325000,2021-03-12 5:07PM EDT,325.0,2.13,2.12,2.15,-0.22,-9.36%,223,10274,33.07%,2021-05-21,P,2.135
77,SPY210521P00326000,2021-03-12 4:42PM EDT,326.0,2.22,2.17,2.2,-0.19,-7.88%,57,4826,32.86%,2021-05-21,P,2.185
78,SPY210521P00327000,2021-03-12 4:42PM EDT,327.0,2.27,2.22,2.25,-0.18,-7.35%,67,2545,32.64%,2021-05-21,P,2.2350000000000003
79,SPY210521P00328000,2021-03-12 4:56PM EDT,328.0,2.3,2.27,2.31,-0.19,-7.63%,148,3402,32.46%,2021-05-21,P,2.29
80,SPY210521P00329000,2021-03-12 5:07PM EDT,329.0,2.33,2.33,2.36,-0.15,-6.05%,53,807,32.23%,2021-05-21,P,2.3449999999999998
81,SPY210521P00330000,2021-03-12 4:49PM EDT,330.0,2.43,2.38,2.41,-0.2,-7.60%,811,8007,32.01%,2021-05-21,P,2.395
82,SPY210521P00331000,2021-03-12 4:41PM EDT,331.0,2.48,2.44,2.47,-0.13,-4.98%,140,5475,31.81%,2021-05-21,P,2.455
83,SPY210521P00332000,2021-03-12 4:18PM EDT,332.0,2.61,2.5,2.53,-0.15,-5.43%,25,1312,31.60%,2021-05-21,P,2.5149999999999997
84,SPY210521P00333000,2021-03-12 4:49PM EDT,333.0,2.61,2.56,2.59,-0.23,-8.10%,57,2348,31.40%,2021-05-21,P,2.575
85,SPY210521P00334000,2021-03-12 4:53PM EDT,334.0,2.69,2.62,2.65,-0.06,-2.18%,34,2668,31.18%,2021-05-21,P,2.635
86,SPY210521P00335000,2021-03-12 5:08PM EDT,335.0,2.69,2.68,2.71,-0.27,-9.12%,400,10750,30.96%,2021-05-21,P,2.6950000000000003
87,SPY210521P00336000,2021-03-12 4:19PM EDT,336.0,2.87,2.74,2.78,-0.06,-2.05%,41,3451,30.77%,2021-05-21,P,2.76
88,SPY210521P00337000,2021-03-12 4:57PM EDT,337.0,2.86,2.81,2.85,-0.22,-7.14%,46,1532,30.57%,2021-05-21,P,2.83
89,SPY210521P00338000,2021-03-12 5:01PM EDT,338.0,2.91,2.88,2.91,-0.24,-7.62%,17,1297,30.34%,2021-05-21,P,2.895
90,SPY210521P00339000,2021-03-12 4:18PM EDT,339.0,3.09,2.95,2.99,-0.13,-4.04%,10,2586,30.15%,2021-05-21,P,2.97
91,SPY210521P00340000,2021-03-12 4:18PM EDT,340.0,3.07,3.02,3.06,-0.26,-7.81%,235,36231,29.94%,2021-05-21,P,3.04
92,SPY210521P00341000,2021-03-12 4:18PM EDT,341.0,3.24,3.1,3.13,-0.01,-0.31%,15,1330,29.72%,2021-05-21,P,3.115
93,SPY210521P00342000,2021-03-12 4:18PM EDT,342.0,3.32,3.17,3.21,-0.14,-4.05%,21,1946,29.52%,2021-05-21,P,3.19
94,SPY210521P00343000,2021-03-12 4:20PM EDT,343.0,3.39,3.25,3.29,-0.17,-4.78%,42,3567,29.32%,2021-05-21,P,3.27
95,SPY210521P00344000,2021-03-12 4:49PM EDT,344.0,3.39,3.33,3.37,-0.24,-6.61%,19,2387,29.11%,2021-05-21,P,3.35
96,SPY210521P00345000,2021-03-12 5:13PM EDT,345.0,3.43,3.41,3.45,-0.33,-8.78%,71,15242,28.89%,2021-05-21,P,3.43
97,SPY210521P00346000,2021-03-12 4:53PM EDT,346.0,3.62,3.5,3.54,-0.05,-1.36%,17,1915,28.69%,2021-05-21,P,3.52
98,SPY210521P00347000,2021-03-11 1:33PM EDT,347.0,3.83,3.59,3.63,-0.1,-2.54%,6,3175,28.49%,2021-05-21,P,3.61
99,SPY210521P00348000,2021-03-12 12:06PM EDT,348.0,3.94,3.68,3.72,-0.09,-2.23%,171,1896,28.28%,2021-05-21,P,3.7
100,SPY210521P00349000,2021-03-12 1:35PM EDT,349.0,4.03,3.77,3.81,-0.09,-2.18%,70,2305,28.07%,2021-05-21,P,3.79
101,SPY210521P00350000,2021-03-12 4:56PM EDT,350.0,3.93,3.87,3.91,-0.32,-7.53%,24294,23900,27.88%,2021-05-21,P,3.89
102,SPY210521P00351000,2021-03-12 4:58PM EDT,351.0,4.01,3.97,4.01,-0.34,-7.82%,198,3172,27.67%,2021-05-21,P,3.99
103,SPY210521P00352000,2021-03-12 4:38PM EDT,352.0,4.12,4.07,4.11,-0.37,-8.24%,84,2082,27.46%,2021-05-21,P,4.09
104,SPY210521P00353000,2021-03-12 1:58PM EDT,353.0,4.56,4.17,4.22,-0.01,-0.22%,91,4783,27.27%,2021-05-21,P,4.195
105,SPY210521P00354000,2021-03-12 4:49PM EDT,354.0,4.34,4.28,4.33,-0.39,-8.25%,176,8522,27.07%,2021-05-21,P,4.305
106,SPY210521P00355000,2021-03-12 4:59PM EDT,355.0,4.45,4.39,4.44,-0.34,-7.10%,1306,10341,26.86%,2021-05-21,P,4.415
107,SPY210521P00356000,2021-03-12 3:48PM EDT,356.0,4.71,4.51,4.55,-0.17,-3.48%,7,2977,26.64%,2021-05-21,P,4.529999999999999
108,SPY210521P00357000,2021-03-12 2:05PM EDT,357.0,5.04,4.62,4.67,-0.03,-0.59%,7,5750,26.44%,2021-05-21,P,4.645
109,SPY210521P00358000,2021-03-11 1:34PM EDT,358.0,5.07,4.74,4.79,-0.1,-1.93%,53,2384,26.23%,2021-05-21,P,4.765000000000001
110,SPY210521P00359000,2021-03-12 2:45PM EDT,359.0,5.14,4.87,4.91,-0.17,-3.20%,1117,3253,26.02%,2021-05-21,P,4.890000000000001
111,SPY210521P00360000,2021-03-12 5:02PM EDT,360.0,5.0,4.99,5.04,-0.44,-8.09%,2434,11410,25.82%,2021-05-21,P,5.015000000000001
112,SPY210521P00361000,2021-03-12 1:38PM EDT,361.0,5.48,5.12,5.17,-0.1,-1.79%,1,10687,25.61%,2021-05-21,P,5.145
113,SPY210521P00362000,2021-03-12 1:38PM EDT,362.0,5.4,5.26,5.31,-0.32,-5.59%,26,2191,25.41%,2021-05-21,P,5.285
114,SPY210521P00363000,2021-03-12 1:52PM EDT,363.0,5.9,5.4,5.45,0.17,+2.97%,29,7599,25.20%,2021-05-21,P,5.425000000000001
115,SPY210521P00364000,2021-03-12 11:08AM EDT,364.0,5.62,5.54,5.59,-0.23,-3.93%,45,1231,24.99%,2021-05-21,P,5.5649999999999995
116,SPY210521P00365000,2021-03-12 5:01PM EDT,365.0,5.69,5.69,5.74,-0.51,-8.23%,1198,28169,24.79%,2021-05-21,P,5.715
117,SPY210521P00366000,2021-03-12 1:32PM EDT,366.0,6.2,5.84,5.89,-0.12,-1.90%,44,1982,24.57%,2021-05-21,P,5.865
118,SPY210521P00367000,2021-03-12 4:30PM EDT,367.0,6.17,6.0,6.05,-0.36,-5.51%,51,1853,24.37%,2021-05-21,P,6.025
119,SPY210521P00368000,2021-03-12 4:38PM EDT,368.0,6.23,6.16,6.21,-0.44,-6.60%,782,2821,24.16%,2021-05-21,P,6.1850000000000005
120,SPY210521P00369000,2021-03-12 3:29PM EDT,369.0,6.51,6.32,6.38,-0.28,-4.12%,78,2228,23.96%,2021-05-21,P,6.35
121,SPY210521P00370000,2021-03-12 4:52PM EDT,370.0,6.6,6.5,6.55,-0.44,-6.25%,1302,24749,23.75%,2021-05-21,P,6.525
122,SPY210521P00371000,2021-03-12 4:37PM EDT,371.0,6.74,6.67,6.73,-0.18,-2.60%,598,3811,23.55%,2021-05-21,P,6.7
123,SPY210521P00372000,2021-03-12 1:33PM EDT,372.0,7.28,6.86,6.91,-0.17,-2.28%,241,2247,23.33%,2021-05-21,P,6.885
124,SPY210521P00373000,2021-03-12 5:04PM EDT,373.0,7.02,7.05,7.1,-0.2,-2.77%,130,4832,23.13%,2021-05-21,P,7.074999999999999
125,SPY210521P00374000,2021-03-12 4:58PM EDT,374.0,7.33,7.24,7.3,-0.44,-5.66%,103,2278,22.93%,2021-05-21,P,7.27
126,SPY210521P00375000,2021-03-12 5:02PM EDT,375.0,7.4,7.44,7.5,-0.58,-7.27%,178,5509,22.72%,2021-05-21,P,7.470000000000001
127,SPY210521P00376000,2021-03-12 4:01PM EDT,376.0,7.8,7.65,7.71,-0.41,-4.99%,424,3434,22.52%,2021-05-21,P,7.68
128,SPY210521P00377000,2021-03-12 3:53PM EDT,377.0,8.18,7.87,7.92,-0.1,-1.21%,14,2663,22.30%,2021-05-21,P,7.895
129,SPY210521P00378000,2021-03-12 4:18PM EDT,378.0,8.25,8.09,8.15,0.01,+0.12%,724,3058,22.11%,2021-05-21,P,8.120000000000001
130,SPY210521P00379000,2021-03-12 4:48PM EDT,379.0,8.45,8.32,8.38,-0.13,-1.52%,35,5639,21.91%,2021-05-21,P,8.350000000000001
131,SPY210521P00380000,2021-03-12 4:50PM EDT,380.0,8.61,8.56,8.62,-0.59,-6.41%,2471,22503,21.71%,2021-05-21,P,8.59
132,SPY210521P00381000,2021-03-12 4:58PM EDT,381.0,8.89,8.81,8.87,-0.46,-4.92%,46,2084,21.51%,2021-05-21,P,8.84
133,SPY210521P00382000,2021-03-12 4:48PM EDT,382.0,9.31,9.06,9.12,-0.2,-2.10%,237,3096,21.30%,2021-05-21,P,9.09
134,SPY210521P00383000,2021-03-12 1:32PM EDT,383.0,9.48,9.33,9.39,-0.38,-3.85%,65,2041,21.11%,2021-05-21,P,9.36
135,SPY210521P00384000,2021-03-12 5:07PM EDT,384.0,9.6,9.6,9.66,-0.21,-2.14%,427,2658,20.91%,2021-05-21,P,9.629999999999999
136,SPY210521P00385000,2021-03-12 5:14PM EDT,385.0,9.95,9.89,9.95,-0.56,-5.33%,2809,10875,20.72%,2021-05-21,P,9.92
137,SPY210521P00386000,2021-03-12 4:20PM EDT,386.0,10.58,10.18,10.25,-0.27,-2.49%,481,2361,20.54%,2021-05-21,P,10.215
138,SPY210521P00387000,2021-03-12 4:48PM EDT,387.0,10.66,10.49,10.55,-0.48,-4.31%,235,2102,20.34%,2021-05-21,P,10.52
139,SPY210521P00388000,2021-03-12 4:58PM EDT,388.0,10.89,10.81,10.87,-0.61,-5.30%,532,1730,20.15%,2021-05-21,P,10.84
140,SPY210521P00389000,2021-03-12 5:13PM EDT,389.0,11.21,11.14,11.2,-0.59,-5.00%,50,3820,19.97%,2021-05-21,P,11.17
141,SPY210521P00390000,2021-03-12 5:14PM EDT,390.0,11.52,11.49,11.55,-0.61,-5.03%,1168,7457,19.80%,2021-05-21,P,11.52
142,SPY210521P00391000,2021-03-12 5:14PM EDT,391.0,11.89,11.84,11.91,-0.64,-5.11%,160,5305,19.63%,2021-05-21,P,11.875
143,SPY210521P00392000,2021-03-12 4:59PM EDT,392.0,12.3,12.21,12.28,-0.63,-4.87%,998,4645,19.46%,2021-05-21,P,12.245000000000001
144,SPY210521P00393000,2021-03-12 4:49PM EDT,393.0,12.78,12.6,12.67,-0.51,-3.84%,262,3625,19.30%,2021-05-21,P,12.635
145,SPY210521P00394000,2021-03-12 5:14PM EDT,394.0,13.03,13.0,13.07,-0.6,-4.40%,373,3051,19.14%,2021-05-21,P,13.035
